userWallet,predicted_credit_score,score_band
0x0002761e848b24046a53d494847b11a3e1d36b09,37.693170423763405,Extremely risky / suspicious
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,39.11462177641659,Extremely risky / suspicious
0x0003816b25fd3d6c112eb65c089760fa3f791947,150.9852697953184,High risk
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,413.2212705898881,Slightly below average
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,106.05437111143466,High risk
0x0003f46779806fe779e7f30eec95dbdb4d45840b,410.18732885828035,Slightly below average
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,422.4909350137534,Slightly below average
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,71.60977049966851,Extremely risky / suspicious
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,408.90663114325866,Slightly below average
0x0005696d4be2359526c497fe4a4c0620b41f2426,386.5572266451048,Moderate risk
0x000660cad76200a2e326f53e033919905e6c50f5,39.12417597856908,Extremely risky / suspicious
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,35.01953072463589,Extremely risky / suspicious
0x00080000158a9930aeb508823103b0a977161c47,44.680011096898,Extremely risky / suspicious
0x00099b1263c22ae2ce0a52624cef2a012e751970,39.10766669446692,Extremely risky / suspicious
0x0009ce45d5df78e632a0b4987079432dfba2253a,116.30451589710931,High risk
0x000a27ba176083e4b50177378cbe7469a00dd557,414.73406538216534,Slightly below average
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,413.69566932248955,Slightly below average
0x000ab43e658935ba39504a1424b01756c1e9644c,65.04099444338611,Extremely risky / suspicious
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,382.76084436503845,Moderate risk
0x000c8e2871750f458bf1de8ab528dda09bc95db6,166.13599923391126,High risk
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,402.69507999604315,Slightly below average
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,100.27253293796008,High risk
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,80.39956864670614,Extremely risky / suspicious
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,93.32211751405508,Extremely risky / suspicious
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,505.66943303153636,Average
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,338.352586441716,Moderate risk
0x000e840a3122ec28d0c29321db172375cb049762,137.67301482570124,High risk
0x000e9bd1d42999446d60ff60f1fb3afb13604202,373.39672628849,Moderate risk
0x000eab293e332bd6e67018a9150e8807bfac3233,31.869965067691318,Extremely risky / suspicious
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,80.17833923786716,Extremely risky / suspicious
0x000f4432a40560bbff1b581a8b7aded8dab80026,479.47649405626237,Slightly below average
0x000f7f22bfc28d940d4b68e13213ab17cf107790,825.7736052657251,"Responsible, frequent activity"
0x000f908720f9ce164d90f4fc89459fab4442907f,452.613998668746,Slightly below average
0x000fbfec300959d0f2f327728a889c1f5de8e2df,368.4540691516252,Moderate risk
0x0011730224657eb527cf736039854c3a3f140e63,194.3562967338855,High risk
0x00120ea6fdbaf057eadc1bd149f957488444e92c,87.4812757931282,Extremely risky / suspicious
0x0012668072f7e0579caf7e047713d8b6d476d0db,36.286003367567204,Extremely risky / suspicious
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,524.48389199455,Average
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,39.76003701861972,Extremely risky / suspicious
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,87.48653195707864,Extremely risky / suspicious
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,35.561484014871596,Extremely risky / suspicious
0x0014dfac19477a83d7354e6eaac28642c1959398,400.31838177097393,Slightly below average
0x001589fe1923c2118f34e4277f2ef650fcbf0161,426.3910320528655,Slightly below average
0x00159370cbe576b765a7fb2e78582e0cb563d445,350.52404217722193,Moderate risk
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,87.48232912415824,Extremely risky / suspicious
0x0016469a65facda9e86fd0ae0e9661128843c224,183.77540556412634,High risk
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,87.48786865071318,Extremely risky / suspicious
0x00183135585d70a523d61b2e43037a7138b36906,363.0354017001313,Moderate risk
0x00184e8aa1e95f491f2d9601e12b540092160ded,139.19072662104884,High risk
0x0018583d7654803d2c59467e10dec5f70bbe1851,95.1796574135605,Extremely risky / suspicious
0x001875a076b3cfe1c9535d76b0345c16e3d61118,37.691971035677994,Extremely risky / suspicious
0x0018d044b946ede86b43bb3b964a45772a5abeb9,371.4690276481309,Moderate risk
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,369.1535773028172,Moderate risk
0x0019bd9f6142943f3a03a8a62d0001a95213f555,93.32491479276229,Extremely risky / suspicious
0x001b024b98ee862aa01eea595c4c16a0213d2611,180.1389456081962,High risk
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,396.41717236522703,Moderate risk
0x001bc97d92e1a30b02d4e75be25f06063555d556,414.0735604247942,Slightly below average
0x001be549fa377710b9e59d57bbdf593ce1e379ca,25.78147746917601,Extremely risky / suspicious
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,37.68667181313782,Extremely risky / suspicious
0x001d2a3192a49e28cac0a7abcaa916648c62b982,35.03103084513633,Extremely risky / suspicious
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,32.61095845944162,Extremely risky / suspicious
0x001f96b7e19a54ae45f451b0148336504d03fdcf,36.2850744530587,Extremely risky / suspicious
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,43.40278924102081,Extremely risky / suspicious
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,36.47850861594142,Extremely risky / suspicious
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,29.66978848678898,Extremely risky / suspicious
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,39.11464350495993,Extremely risky / suspicious
0x00222d56e0509a5e9ab05c588c548290a5e9f876,36.476986797889936,Extremely risky / suspicious
0x002379916ac42a432f3b53f16782d33267debb4c,36.48087501821402,Extremely risky / suspicious
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,37.691968703854286,Extremely risky / suspicious
0x0023d9ffe7d793895c5da5833d56c737832ead2b,36.480531729745536,Extremely risky / suspicious
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,36.475622502400945,Extremely risky / suspicious
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,36.47895281009233,Extremely risky / suspicious
0x0024461e7a8ce7157866eaa4c24b702d328250ce,18.34194859745649,Extremely risky / suspicious
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,57.5442052636079,Extremely risky / suspicious
0x00246f7813397868b1beec56e1677efa47816dae,468.63423754096186,Slightly below average
0x0025a856d01a898bd52286d56c52323b13937b65,93.32239719891135,Extremely risky / suspicious
0x00261d225db379b3fc74cd0228d6f90582d39035,183.05675246439193,High risk
0x00262ffcfda82b5582d1905ca05b849f196b0419,389.3119835501017,Moderate risk
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,89.03484517686907,Extremely risky / suspicious
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,32.60600647132311,Extremely risky / suspicious
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,87.48994788517753,Extremely risky / suspicious
0x002775390698ef16589bb22bba37ae7906ae2f36,126.60832221328279,High risk
0x0027c6cd01364a3c5d29f72269b36dfe85628193,31.143317479110493,Extremely risky / suspicious
0x0027f7335d610f15b325baa5798414548720fcaa,357.1671928995168,Moderate risk
0x00283b611db7844cb5677b311afd67c8e3078518,31.14160185505299,Extremely risky / suspicious
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,113.73318751974527,High risk
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,37.68960001817937,Extremely risky / suspicious
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,31.87237916532191,Extremely risky / suspicious
0x002aea16059a7d4bef638a03b61a9e80ef07e745,444.2908315807619,Slightly below average
0x002bb13a55bf4525f02717708dd4534ecc475193,36.47963583386512,Extremely risky / suspicious
0x002c77a71d54e6da4b28690fe1676752a74a67eb,36.47745090413213,Extremely risky / suspicious
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,172.880843806231,High risk
0x002d2715b179d0db3e17cc28317a98f2f65e6884,596.4416415733773,Average
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,35.56501654331949,Extremely risky / suspicious
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,432.12613150439904,Slightly below average
0x002de04d579930686698abab5f48bda0b24fb9fc,402.507223380148,Slightly below average
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,194.35722970127173,High risk
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,386.709144451548,Moderate risk
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,39.11005809675474,Extremely risky / suspicious
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,446.9445733713088,Slightly below average
0x0030040e8d836ac3e546c354f9b373e70a14deeb,353.79319355185567,Moderate risk
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,78.86857721420881,Extremely risky / suspicious
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,35.02070364265067,Extremely risky / suspicious
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,329.5210559948384,Moderate risk
0x003094a91a3b5523bc601b221f80183bd347e9ae,37.691970310526465,Extremely risky / suspicious
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,39.760607090581765,Extremely risky / suspicious
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,393.23993846789443,Moderate risk
0x0030de8f624d2b2513c6dbbff788bb109b80304d,37.68157323832472,Extremely risky / suspicious
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,39.12740929977821,Extremely risky / suspicious
0x0030ee334630838ea4dee0b4b6ecbc973529031f,118.82683545974797,High risk
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,39.11881238877784,Extremely risky / suspicious
0x00326e37cef76788f6b0cf643c94481d60bd3d58,35.01984757811753,Extremely risky / suspicious
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,809.3714440603,"Responsible, frequent activity"
0x003325d3054cd7668fb16f19ea11bae6d02a474c,316.10799928117444,Moderate risk
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,974.4671663873544,Ideal behavior / top-tier wallets
0x0034d2a08772822866b08d2c585e5c8e25723760,67.57841291224534,Extremely risky / suspicious
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,368.57289233723793,Moderate risk
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,448.6281349396766,Slightly below average
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,39.115663307955835,Extremely risky / suspicious
0x0036534c48a754163f0f446601f36bcfda840f57,442.16467397689127,Slightly below average
0x00368bb9dba2ee83f3553feae59710b9c3743e09,140.77481415552995,High risk
0x0036a2f1f6136bb9d7992f7def692126a279e702,36.481093288491245,Extremely risky / suspicious
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,446.21610524506673,Slightly below average
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,363.35158978428103,Moderate risk
0x0037643e4ec2b622270676e9e7aa163b261cfb79,31.86974068762209,Extremely risky / suspicious
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,373.17626943517587,Moderate risk
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,487.6825425581172,Slightly below average
0x0038281701bf3f51fdbb18903c6e18776780a9a1,31.868291770868538,Extremely risky / suspicious
0x00389de87cae34a6f89e13cc8225c4984add8b37,671.2866946145567,low risk
0x0039e71541bdc798d062346bce94230bf519bb72,183.776700194816,High risk
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,411.04524556490406,Slightly below average
0x003a85c562730b196f7cba202a2515f2ff855736,450.74365830139044,Slightly below average
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,143.30748709375885,High risk
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,35.57113067798165,Extremely risky / suspicious
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,105.17281465846816,High risk
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,423.9206200882454,Slightly below average
0x003be39433bde975b12411fbc3025d49d813a84f,77.2984376098432,Extremely risky / suspicious
0x003cb0842811db8d115e28f13048dd83db391dcb,35.03107015571112,Extremely risky / suspicious
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,35.22153684158476,Extremely risky / suspicious
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,377.5049540942983,Moderate risk
0x003e9a119439ef34de3237034cee95675b01d5d4,412.1718381059071,Slightly below average
0x003ed65a094ef804c934f2427b601e03113882ff,48.83112408585067,Extremely risky / suspicious
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,526.7231942114154,Average
0x003f705c2e62e268891d8aa2724e32f2176dc963,33.300307064863254,Extremely risky / suspicious
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,393.4712432704811,Moderate risk
0x00405f7b768a9a6b81e8060a17f0550501acf6be,410.2440994819031,Slightly below average
0x0040932d4c252856709b24dc406244392d3df400,82.89443832500086,Extremely risky / suspicious
0x0040daac32d83c78546ae36da42a496b28ab09e1,79.84344498532091,Extremely risky / suspicious
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,127.5133457554933,High risk
0x0041dac13d9365b4d695fb612950dc71884f8db1,433.8993552033126,Slightly below average
0x0043090d0a3338eb89914ea9af5c529e928a044c,23.27000171615211,Extremely risky / suspicious
0x0043260ff376a32f335de2091e8bd455d74ecef9,31.872107643168796,Extremely risky / suspicious
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,36.478065210131085,Extremely risky / suspicious
0x00432beb667c8908a74f35fef62882b502347e61,55.83911132030754,Extremely risky / suspicious
0x00433d27687ff685d3871395d7fedfd42b1c3529,49.55072254502765,Extremely risky / suspicious
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,60.52620717822819,Extremely risky / suspicious
0x004403abb2246c48ac770e30e7b36e3b16e152a1,137.03201245500085,High risk
0x00447d3b5f40e1bb71766b5ffc656f5391f6e9d8,106.02907244982468,High risk
0x0044803a27c6c45babd3fb7affb80b3f913579d7,440.887089589278,Slightly below average
0x0044f0ab1281b2bc850bfa39123dec1e8e09001d,435.218766859099,Slightly below average
0x00452d3fd0e6bd68943b30af56a8df4eb7685387,402.90714111748895,Slightly below average
0x004624a132094f106e977c369c8f2e1ebffb2ae1,36.47913471193942,Extremely risky / suspicious
0x0046d10482bc3ae87fa4cb550e36706addf2304a,31.871923069728723,Extremely risky / suspicious
0x004815f49c32e9ef6341dc2d53411a59de5a2daa,72.4564093873944,Extremely risky / suspicious
0x00481898361901f3e49bfe3e40872d09e93c2c11,377.2589765918375,Moderate risk
0x0048e6fd005224e7e9f00058c630307f0710a84b,441.2364453757574,Slightly below average
0x0049436d8c3da52d604cdc390e45026b2662d7f7,88.71060967213594,Extremely risky / suspicious
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,422.22161574644,Slightly below average
0x004965f85a3db4d5221189595141ecab247b115d,39.113200471297645,Extremely risky / suspicious
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,483.3856882463889,Slightly below average
0x0049f39431ab794a381deca90fa7ab85e60e6ebb,87.48898503221861,Extremely risky / suspicious
0x004a61f49faeab28ac5cc72ed26a7114d134362e,80.39680757735263,Extremely risky / suspicious
0x004af1171e5783d1223056a700e992b0eccf6191,6.283866267762798,Extremely risky / suspicious
0x004afb002e3fb33c833fc16b6b63103bbf97312d,420.77727772838983,Slightly below average
0x004bac9f45af6848ffbdf0dec8f47023ccd7a138,72.8712709824844,Extremely risky / suspicious
0x004c572659319871be9d4ab337fb3df6237979d7,35.569670854535936,Extremely risky / suspicious
0x004c5993adfd45da327f82ec7581a6ee736bf4cb,35.56649898599817,Extremely risky / suspicious
0x004c788aecdcc8ae214519737576d67da3c7334a,31.867023601164327,Extremely risky / suspicious
0x004ce54398cc569a622bf5a99ae857306243c8ec,385.0247152124029,Moderate risk
0x004d71c111862702272e6beccdaafb07c9b96c37,609.5636847657601,low risk
0x004f137c71b3003c7915bd6aa3a4f57e334a738e,394.4971956656855,Moderate risk
0x004f9b61222bcb6214b7dcd87ebafa0ac2c74440,32.61233583008365,Extremely risky / suspicious
0x0051337e53823325b9df640f8bac7c7a7dcc4b19,31.872374157073203,Extremely risky / suspicious
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,101.40644992281904,High risk
0x0051e6e6cde6392c01b4cf6b97d9f5c50ec9817c,394.5758076682959,Moderate risk
0x0051ed91501bdefede70975ec9459a0dd3c5657b,69.83556426043599,Extremely risky / suspicious
0x00520ddda78809f725ba3ac696fc8dbe9ccaef91,36.482253682117495,Extremely risky / suspicious
0x00526e91ec022d8596bda04092071c1da6b5322e,70.08325843764847,Extremely risky / suspicious
0x0052c9f2cc95f743412d6daaf3c93bcd1793479d,390.2367533626694,Moderate risk
0x0052d655d117dae79d897213af1d4393ab32c739,32.61196312365335,Extremely risky / suspicious
0x005399ba80babd299512e9efb4e0e764f673405c,6.738599334214974,Extremely risky / suspicious
0x0053b5daa6d4c2e3d16f2b9c10dc04e92b14a818,472.59405311283575,Slightly below average
0x00548bf85d26850ad7ad55ca90ba02572349f648,65.04078844726646,Extremely risky / suspicious
0x0054b73e9add0a26ca2a81635c6ec0a0eb75b77f,86.1135611410915,Extremely risky / suspicious
0x00552481817c28f473f4cc61538db6536015d906,37.69197340835501,Extremely risky / suspicious
0x00553b963de06016c68681c9bee10a79c51c5d8a,35.02941520036315,Extremely risky / suspicious
0x005547e9fa569b6835204402138146861e901b06,35.56720728994315,Extremely risky / suspicious
0x00560340190b7e9a1027fb5e72858a8298588303,21.036778262572586,Extremely risky / suspicious
0x00561a0d394a2cad87c811615f72b61cb0ed3faa,109.64420934326053,High risk
0x0056323f02bb16de8025a79ab09e1dd5c8114602,32.6088866217093,Extremely risky / suspicious
0x005661a7a441451fafdccd579905a7dbc79fd538,380.93724291114484,Moderate risk
0x0056bcfe33f5c6dfa62b6d3d3cf5a957429828bb,415.15807265095253,Slightly below average
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,421.1165820993668,Slightly below average
0x005711ac01b67981d6b627c09470cce29dbd3353,151.00006863041887,High risk
0x0057abf4b6b95cd42cb8c197e78b934d45679432,39.116925208394825,Extremely risky / suspicious
0x0057aef39caf4085bf3f91661eb2e6e6f513244f,35.02373972343712,Extremely risky / suspicious
0x0057b22d4385adfbc48a6581b141e04acdaf7768,67.79287902492442,Extremely risky / suspicious
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,411.54012369618863,Slightly below average
0x0057bf0e2082921a880500ab18e716c46c54216e,35.02088603730505,Extremely risky / suspicious
0x0057dbd2cb881113aa7b55e4ce62af8234519e01,392.7051255079936,Moderate risk
0x00581eb036db4a48fbaa59ec7745e316bbd1cc76,80.3790924580472,Extremely risky / suspicious
0x0058873fc9eeb9906ae1135de4f84a9ef1bfba62,39.109698354894256,Extremely risky / suspicious
0x0059221c8444995878e9a82b0b2d732fb3da913e,356.9062869816862,Moderate risk
0x005a61772557bef9a3e65a7b87eaccce34f2700e,37.10313666985333,Extremely risky / suspicious
0x005a75e089206f1c5b788a16a5dd54cbf6dd5b9a,64.37841720118962,Extremely risky / suspicious
0x005a945c426fe1f2eb3c4b04585a2427f7a032a8,431.1306360727135,Slightly below average
0x005ab5979532d34dc60a4582597464df0b5a7c87,438.42149130155065,Slightly below average
0x005ab79a1b5982604cdc066565499d90c550e001,40.810706803171364,Extremely risky / suspicious
0x005ae07a1782019253917d76334a0579ac3a9b64,398.6042610280544,Moderate risk
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,382.5342318005735,Moderate risk
0x005b35993837ffbc6ebfa08d2e4ac40fdb0a63d1,54.232307986236854,Extremely risky / suspicious
0x005b5489aad85ecf95142ba14f97bba3b5d13a1a,39.1241817511885,Extremely risky / suspicious
0x005b8864b832d250e97996febb2b6a10b4562fd1,374.71836502628645,Moderate risk
0x005bf9036a459545ec86252db2a37667a5823b94,185.7817848005824,High risk
0x005c7aa4001747cd4bf25c777318a13191a182ac,440.8421881143697,Slightly below average
0x005ce2b15bd5fa54f2a7667405d8d45a765088cf,309.20462420224385,Moderate risk
0x005ce3720edd52ef800ed68bfe29114a7d86e623,390.45556801379917,Moderate risk
0x005ceac16427ed612040519f078d08570eaf7688,35.57047761907608,Extremely risky / suspicious
0x005d25ac8fe00ec22e8b0f34d7a5f8e00217fcd0,36.28585604608339,Extremely risky / suspicious
0x005d9ffbbd210f6b04d7f0880f5c49130d38ff0d,455.4696278833118,Slightly below average
0x005de910a2a04e1efe9eb4c3e2aca7744ab15ed7,39.10874991731012,Extremely risky / suspicious
0x005df03951fac36e8cc39b7d03eadf00829815b4,39.11731867333189,Extremely risky / suspicious
0x005e105ad9c1a60512e6bb98fdaa1183bd341f18,84.04167453454797,Extremely risky / suspicious
0x005e5cac6eb7637edf689403e01b86bda451ef61,472.36704378633664,Slightly below average
0x005eba6d8c2af1e7058d7c22e23999188fd15339,37.10273456245586,Extremely risky / suspicious
0x005ec23381d0b33407fcdedd2df7facd769304cd,86.11425210119835,Extremely risky / suspicious
0x005f16f017aa933bb41965b52848ceb8ee48b171,826.18292462385,"Responsible, frequent activity"
0x005f4ed154aec7b147190c97d3f2535fc8360b12,399.2608213904914,Moderate risk
0x005f73c6a7233e4e6bdb5041d021fa36b6716b2f,39.11412122409661,Extremely risky / suspicious
0x005fe33f474dd52d8308b470c2503fd6ffabe31a,85.36165654687461,Extremely risky / suspicious
0x005fe34dfd8c3b7994d608a374cedcc44b73e0bd,71.60995614210525,Extremely risky / suspicious
0x006002bafd83794a35b3d63fb00bfce00f4557ed,39.133794962685656,Extremely risky / suspicious
0x0060f329ae466559db2e692b24252a5163bf16c3,39.131330196369504,Extremely risky / suspicious
0x006106679868ffbeb8bef8788be4d59571a13053,32.85450080346313,Extremely risky / suspicious
0x00626b79d2972dfd10463e1871f8edcf8aae5bb3,367.4548338841152,Moderate risk
0x0062cb1c249a8579e155794dc86960e4f88af402,109.23830785210404,High risk
0x006366325c813728f871c16a7703b818ee1ac6f1,21.893299627307897,Extremely risky / suspicious
0x0063d9477fd76b7c9732917b3b884d918607a804,140.9127287143384,High risk
0x00645acbda7635b02a8b517d49ef6cbd028962e3,31.872334972342593,Extremely risky / suspicious
0x00645dd21310882cc32399abcb54e0a05b3b5d1d,386.3834241241761,Moderate risk
0x0064f7e15fdf96a5225d4cc07b38eef45c8bdc46,416.1743071725789,Slightly below average
0x006501f106d155981aac18b4d31a6e14d1e55fae,166.2091494903547,High risk
0x00651f6724f748af9315f720d67ef9ecc3139bdf,86.11408765845671,Extremely risky / suspicious
0x0065245cb87fda9fc42e7ca9962a13da9a52345d,93.32546567452331,Extremely risky / suspicious
0x006551b8f041761e2e47bb4792b21e67786b3452,62.94240769800014,Extremely risky / suspicious
0x0065fb0daffbc3025516415183fa808b2b40b3fb,35.02598331737107,Extremely risky / suspicious
0x0066023b24edd70b7def47effbf2fd7617f9c66b,18.360065641184445,Extremely risky / suspicious
0x0066245819d5d387ac2209620741e721ccada64d,86.11290895235813,Extremely risky / suspicious
0x00668293095ef3ba3a62d566e2ac83fb81aec94f,123.04933135916828,High risk
0x00668bd79ede077b99bbe1c4db59418bc333d4cf,116.32330201691245,High risk
0x0066a75495069b7d760177aa2607a140b13aa520,425.09083939768516,Slightly below average
0x0067243a8b83385457c53923a6cd0bc019b090e8,36.47463664395566,Extremely risky / suspicious
0x00677d8b6fda25b199539633a8cd07074c855cb7,415.43082894511394,Slightly below average
0x0067eec7ad35e72613d760e917890d1b7e876e4e,36.48116690517302,Extremely risky / suspicious
0x006850972a3144f2bcb0d37fbd7f84b26765d458,6.260551186607318,Extremely risky / suspicious
0x00694ba9219891081e07b31ebaf19abfd97e1acb,60.61835386312811,Extremely risky / suspicious
0x00695c7fcd8ee1517adb85c24547fc792613a5c5,36.47829858631684,Extremely risky / suspicious
0x0069d013b71c2d000fca70549d894e49b8e4e031,113.76090343500856,High risk
0x006a310554681273826624361a3177cd9f3aad1d,39.11006311198538,Extremely risky / suspicious
0x006acbf79f7c4580fa01ffa48085d832592f1b63,409.130875833712,Slightly below average
0x006b64b48437695a2c0b470e22de9b8d3b866f52,32.61536704033471,Extremely risky / suspicious
0x006b855e1ce71d0163e41c17fac02fcdedf0ef21,385.56110658075943,Moderate risk
0x006bcd94f74784887705d74884308172343855ee,32.613429558769,Extremely risky / suspicious
0x006d0cf97d1aef07271dcce6d0bd60e8d98966ec,179.70380002401564,High risk
0x006d0f31a00e1f9c017ab039e9d0ba699433a28c,458.37715069012563,Slightly below average
0x006d1df30df75bfa607f41b3a4d67d4be51fe910,406.8500680786561,Slightly below average
0x006dfe647e57d2cdaf47000731659c1f92ece423,32.61381417859956,Extremely risky / suspicious
0x006f030ecb2daa44fc1dede06a94e749bf3918cf,110.1444582699437,High risk
0x006f1973f3a2911fc15569d7787f51fb114db606,95.17965704607639,Extremely risky / suspicious
0x006f26845ed58e4503a0dd61c69708e3cc028cc5,182.92811262349824,High risk
0x006f74448baead5563915255c8fbc12fd7f6a5df,809.6003451796702,"Responsible, frequent activity"
0x006fda5407be210b6d8d653b04859a748e84e64a,36.47625783508943,Extremely risky / suspicious
0x00702c8e7a704dbb88efdf09e532447530ab6d0a,18.120727103505075,Extremely risky / suspicious
0x00705d931184135830185bb284fb8ed277693d0d,31.148424515973797,Extremely risky / suspicious
